Unnamed: 0,BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASE-MENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE DATE,SALE PRICE
-1.691927647509179,-0.9936398038120623,0.3749906432080009,0.0,-1.4564784096714187,-1.0747723604311974,-0.7854659969180925,0.829112022176728,3.9944293881828927,-1.5779426635880438,1.316362083823242,1.1507391029203913,-1.7317044320414525,0.0,-0.6679137980219558,-1.1673323812193497,0.1319313005931797,0.18805953342675483,-0.050823398480392384,0.12845166066898422,0.2817951495146239,1533
-1.691927647509179,-0.9936398038120623,-0.270210050542861,0.0,-1.2488597082203585,-0.35980643082117303,-0.7854659969180925,4.108726210236444,0.751041913690936,-1.3629254311173484,-0.737430824948812,-1.1702591066492496,-1.7310116117045686,0.0,-0.6500017462597368,-1.1349198969081522,0.1319313005931797,1.6842094015745792,0.25485061002236853,1.5446772468760868,0.2817951495146239,0
-1.691927647509179,-0.9936398038120623,-0.270210050542861,0.0,-1.2488597082203585,-0.8137347189257604,-0.7854659969180925,2.149476175811159,4.3054391460108885,-1.3629254311173484,-0.7754640269631092,-1.1702591066492496,-1.7303187913676845,0.0,-0.6500017462597368,-1.1138517821058738,0.1319313005931797,0.9036094703670188,0.05106793768719459,0.7820942389184162,0.2817951495146239,0
-1.691927647509179,-0.9936398038120623,1.0201913369588629,0.0,-1.3734309290909947,-1.0701522251833135,-0.7854659969180925,2.2772533519693297,4.083289318990892,-1.4919357705997658,-1.4980948652347579,0.4240077652860615,-1.7296259710308006,0.0,-0.6423251526473572,-1.1430230179859515,0.1319313005931797,0.5133095047632384,-0.050823398480392384,0.40080273493958085,0.30251716262712064,1053
-1.691927647509179,-0.9936398038120623,0.3749906432080009,0.0,-1.4564784096714187,0.0721762148559661,-0.7854659969180925,2.405030528127501,3.3279799071229017,-1.5779426635880438,-0.9529523030298299,1.4626279686551247,-1.7289331506939167,0.0,-0.6372074235724375,-1.0879217946569155,0.1319313005931797,0.25310952769405154,-0.050823398480392384,0.18292187552310354,0.2817951495146239,1739
-1.691927647509179,-0.9936398038120623,-0.270210050542861,0.0,-1.3734309290909947,0.9026455256630865,-0.7854659969180925,2.901941768742609,4.849706222209882,-1.4919357705997658,1.3290398178280076,-1.1702591066492496,-1.7282403303570326,0.0,-0.6346485590349777,-1.1511261390637508,0.1319313005931797,1.1638094474362055,-0.050823398480392384,0.9455048834807742,0.2817951495146239,0
-1.691927647509179,-0.9936398038120623,1.0201913369588629,0.0,-1.3734309290909947,-0.5711776184118588,-0.7854659969180925,1.0562714464579204,3.0391851319969057,-1.4919357705997658,-1.4980948652347579,0.2105304348559771,-1.7275475100201487,0.0,-0.6320896944975178,-1.1251961516147928,0.1319313005931797,0.38320951622864496,-0.050823398480392384,0.2918623052313422,0.3136751696876958,912
-1.691927647509179,-0.9936398038120623,-0.270210050542861,0.0,-1.2488597082203585,0.9234361342785639,-0.7854659969180925,4.3784780265703604,0.8954393012539341,-1.3629254311173484,1.3290398178280076,-1.1702591066492496,-1.7268546896832648,0.0,-0.6295308299600579,-1.147884890632631,0.1319313005931797,2.725009309851327,0.15295927385478156,2.3617304696878767,0.2817951495146239,0
-1.691927647509179,-0.8289936059973047,-0.270210050542861,0.0,-0.9581935261888745,-1.1960509106881483,-0.7854659969180925,0.5309652778076629,4.705308834646884,-1.0619013056583746,1.0628074037279265,-1.1702591066492496,-1.7261618693463807,0.0,-0.7011790370089339,-1.121954903183673,0.1319313005931797,0.838559476099722,-0.050823398480392384,0.6731538092101775,0.3136751696876958,0
-1.691927647509179,-0.8289936059973047,-0.270210050542861,0.0,-0.8336223053182384,1.1648382009804945,-0.7854659969180925,4.037738890148572,0.7066119482869365,-0.9328909661759572,-1.054374175067956,-0.5146868791582812,-1.7254690490094968,0.0,-0.680708120709255,-0.9291006215320474,0.1319313005931797,1.4240094245053923,-0.050823398480392384,1.1633857428972516,0.3136751696876958,433
